description,location,start_time,name,start_order,result_order,nat,shooting,total,total_time
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,RANTA Jaakko,54,7,FIN,0+2 0+2,0+4,57:30.2
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,KUKLINA Larisa,24,8,RUS,0+0 0+0,0+0,48:01.5
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,UKRAINE,31,9,UKR,1+5 2+7,3+12,1:16:31.4
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,KARLIK Mikulas,69,11,CZE,1+3 0+2,1+5,49:47.2
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,PRYMA Artem,52,44,UKR,1+0,1,24:33.5
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,KLEMENCIC Polona,65,43,SLO,1+1,2,20:35.4
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,MINKKINEN Suvi,52,46,FIN,0+0+1+2,3,31:21.9
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,STROEMSHEIM Endre,72,48,NOR,1+1,2,23:58.2
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,FINELLO Jeremy,45,51,SUI,0+1+3+1,5,33:06.1
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,GASPARIN Aita,99,50,SUI,1+0,1,19:54.8
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,GHILENKO Alla,38,53,MDA,0+1+1+3,5,31:58.3
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,STROEMSHEIM Endre,55,59,NOR,1+1,2,24:53.5
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,GOW Christian,35,14,CAN,0+1 0+1,0+2,39:33.7
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,ESTONIA,21,17,EST,0+2 2+4,2+6,42:41.8
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,BULGARIA,101,18,BUL,0+6 0+5,0+11,1:22:01.6
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,ZBYLUT Kinga,58,91,POL,1+4,5,25:12.9
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,TODEV Blagoy,74,21,BUL,0+1 1+3,1+4,Lapped
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,BRAISAZ-BOUCHET Justine,21,58,FRA,2+2,4,20:28.7
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,DZHIMA Yuliia,33,8,UKR,0+2 0+3,0+5,34:51.9
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,LOGINOV Alexander,19,17,RUS,0+0+1+1,2,37:22.1
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,PERSSON Linn,8,8,SWE,0+0+1+1,2,29:29.1
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,ALIMBEKAVA Dzinara,1,2,BLR,0+0+0+0,0,29:18.5
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,CHRISTIANSEN Vetle Sjaastad,56,4,NOR,1+0,1,23:47.4
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,OEBERG Elvira,54,5,SWE,1+0,1,20:05.4
Men 15km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T11:00:00Z,LOGINOV Alexander,16,10,RUS,0+0+2+0,2,36:26.1
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,BOE Tarjei,14,7,NOR,0+0+1+0,1,31:55.9
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,SIMON Julia,4,15,FRA,1+1+2+2,6,34:42.7
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,BESCOND Anais,79,12,FRA,0+1,1,25:04.1
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,BOCHARNIKOV Sergey,15,13,BLR,1+0,1,26:19.4
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,BJOENTEGAARD Erlend,79,20,NOR,0+0,0,26:03.0
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,BOCHARNIKOV Sergey,59,4,BLR,0+0 0+1,0+1,52:44.2
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,DOLL Benedikt,13,5,GER,0+1 0+1,0+2,40:52.6
Men 15km Mass Start,Arena am Rennsteig,2021-01-17T11:30:00Z,KOMATZ David,24,28,AUT,1+1+0+1,3,40:46.1
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,KRUCHINKINA Elena,20,22,BLR,0+2,2,23:54.4
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,CZECH REPUBLIC,56,6,CZE,0+4 1+5,1+9,1:16:32.9
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,EBERHARD Julian,14,31,AUT,1+0+0+2,3,52:19.1
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,CADURISCH Irene,51,30,SUI,0+1+0+1,2,45:56.2
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,HIIDENSALO Olli,55,7,FIN,0+1 0+1,0+2,1:16:56.7
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,MIRONOVA Svetlana,25,8,RUS,0+2 0+2,0+4,1:04:18.2
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,TYSHCHENKO Artem,32,9,UKR,0+0 0+2,0+2,18:53.3
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,KRCMAR Michal,70,11,CZE,0+2 0+3,0+5,1:05:34.4
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,STVRTECKY Jakub,65,45,CZE,0+2,2,24:34.8
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,LIE Lotte,85,44,BEL,0+1,1,20:35.7
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,GHILENKO Alla,37,47,MDA,1+1+1+1,4,31:24.2
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,JAEGER Martin,88,49,SUI,0+2,2,23:59.8
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,MORAVEC Ondrej,59,52,CZE,1+0+2+1,4,33:07.1
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,KRUCHINKINA Elena,57,51,BLR,2+1,3,19:59.4
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,VITTOZZI Lisa,28,54,ITA,2+3+1+0,6,32:13.5
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,TRSAN Rok,57,60,SLO,0+1,1,24:53.6
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,ESTONIA,61,15,EST,1+7 0+6,1+13,39:42.3
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,TOMINGAS Tuuli,22,17,EST,0+0 2+3,2+3,10:49.1
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,GERDZHIKOV Dimitar,102,18,BUL,0+1 0+0,0+1,20:30.5
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,CADURISCH Irene,96,92,SUI,2+1,3,25:15.1
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,ORYASHKOV Vladimir,75,21,BUL,1+3 0+2,1+5,21:26.2
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,MAGNUSSON Anna,13,59,SWE,2+1,3,20:30.6
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,SEMERENKO Valentina,34,8,UKR,0+1 0+2,0+3,52:15.4
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,YALIOTNAU Raman,10,18,BLR,0+2+0+1,3,37:23.0
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,HERRMANN Denise,23,9,GER,0+1+0+1,2,29:38.5
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,FILLON MAILLET Quentin,2,1,FRA,0+0+0+0,0,32:38.7
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,SIMON Julia,6,3,FRA,2+1+0+0,3,29:22.4
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,SAMUELSSON Sebastian,94,5,SWE,0+0,0,23:49.8
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,OEBERG Hanna,31,6,SWE,1+0,1,20:07.4
Men 15km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T11:00:00Z,EDER Simon,20,11,AUT,0+0+0+0,0,36:31.2
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,FILLON MAILLET Quentin,7,8,FRA,1+1+0+0,2,32:02.5
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,ALIMBEKAVA Dzinara,37,16,BLR,1+0+0+0,1,34:43.1
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,EGAN Clare,28,13,USA,0+0,0,25:04.9
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,JACQUELIN Emilien,35,14,FRA,1+1,2,26:20.0
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,LOGINOV Alexander,43,21,RUS,1+0,1,26:03.5
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,SMOLSKI Anton,60,4,BLR,0+1 0+0,0+1,1:09:12.0
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,PEIFFER Arnd,14,5,GER,0+1 0+1,0+2,1:01:34.0
Men 15km Mass Start,Arena am Rennsteig,2021-01-17T11:30:00Z,LATYPOV Eduard,21,29,RUS,1+3+1+2,7,41:37.2
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,AVVAKUMOVA Ekaterina,70,23,KOR,0+1,1,23:57.6
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,PUSKARCIKOVA Eva,57,6,CZE,0+1 0+1,0+2,18:52.3
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,LABASTAU Mikita,84,32,BLR,1+0+0+0,1,52:22.3
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,ROEISELAND Marte Olsbu,8,31,NOR,0+2+1+1,4,45:58.9
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,UKRAINE,41,8,UKR,0+1 0+7,0+8,1:17:02.7
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,AUSTRIA,41,9,AUT,0+5 1+5,1+10,1:04:27.4
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,PIDRUCHNYI Dmytro,33,9,UKR,0+0 0+0,0+0,36:32.2
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,CANADA,61,12,CAN,0+5 1+7,1+12,1:06:10.0
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,VARABEI Maksim,41,46,BLR,0+2,2,24:39.8
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,FIALKOVA Ivona,53,45,SVK,1+2,3,20:36.2
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,CHEVALIER Chloe,41,48,FRA,1+2+1+1,5,31:34.4
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,HORNIG Vitezslav,99,50,CZE,0+1,1,24:03.5
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,BROWN Jake,33,53,USA,1+2+1+1,5,33:07.8
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,MIRONOVA Svetlana,17,52,RUS,1+2,3,19:59.7
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,MERKUSHYNA Anastasiya,27,55,UKR,0+3+2+2,7,32:17.4
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,LAZOUSKI Dzmitry,69,61,BLR,0+1,1,24:54.4
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,TALIHAERM Johanna,62,15,EST,0+1 0+3,0+4,9:36.1
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,ZAHKNA Rene,23,17,EST,0+1 0+0,0+1,19:30.0
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,ILIEV Vladimir,103,18,BUL,0+2 0+1,0+3,40:40.4
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,EDER Mari,15,93,FIN,3+4,7,25:17.2
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,LATVIA,101,22,LAT,0+1 2+3,2+4,41:59.7
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,GASPARIN Elisa,39,60,SUI,0+2,2,20:32.4
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,PIDHRUSHNA Olena,35,8,UKR,0+0 0+0,0+0,1:08:42.3
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,DOLL Benedikt,15,19,GER,0+0+1+2,3,37:33.6
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,LUNDER Emma,11,10,CAN,0+1+0+0,1,29:48.4
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,JACQUELIN Emilien,6,2,FRA,0+0+0+0,0,33:04.2
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,OEBERG Hanna,29,4,SWE,0+0+0+0,0,29:26.0
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,PIDRUCHNYI Dmytro,42,6,UKR,0+0,0,23:56.2
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,KRUCHINKINA Elena,15,7,BLR,0+0,0,20:17.8
Men 15km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T11:00:00Z,ANDERSEN Aleksander Fjeld,28,12,NOR,0+0+1+0,1,36:38.9
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,EDER Simon,25,9,AUT,0+0+0+0,0,32:24.9
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,GASPARIN Selina,23,17,SUI,0+0+2+1,3,34:50.4
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,PREUSS Franziska,72,14,GER,0+1,1,25:07.4
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,DOLL Benedikt,40,15,GER,0+1,1,26:24.0
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,WINDISCH Dominik,60,22,ITA,1+1,2,26:12.9
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,GERMANY,16,5,GER,0+1 1+6,1+7,1:09:27.7
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,HORN Philipp,15,5,GER,3+3 0+2,3+5,1:24:34.4
Men 15km Mass Start,Arena am Rennsteig,2021-01-17T11:30:00Z,FEMLING Peppe,29,30,SWE,1+1+0+2,4,41:58.9
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,DZHIMA Yuliia,80,24,UKR,0+2,2,23:57.9
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,JISLOVA Jessica,58,6,CZE,0+1 0+0,0+1,37:58.7
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,MORAVEC Ondrej,8,33,CZE,0+1+0+1,2,52:24.7
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,SOLA Hanna,73,32,BLR,1+1+1+0,3,46:00.6
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,PRYMA Artem,42,8,UKR,0+1 0+1,0+2,18:59.3
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,SCHWAIGER Julia,42,9,AUT,0+1 0+0,0+1,15:23.8
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,DUDCHENKO Anton,34,9,UKR,0+2 2+3,2+5,57:11.7
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,MOSER Nadia,62,12,CAN,0+0 0+1,0+1,16:45.2
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,MORAVEC Ondrej,95,47,CZE,1+1,2,24:39.9
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,ZDOUC Dunja,24,46,AUT,0+2,2,20:38.0
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,LIE Lotte,44,49,BEL,0+1+1+0,2,31:36.4
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,VARABEI Maksim,50,51,BLR,1+0,1,24:04.3
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,STEGMAYR Gabriel,58,54,SWE,0+1+2+0,3,33:10.7
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,FIALKOVA Paulina,25,52,SVK,0+3,3,19:59.7
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,KINNUNEN Nastassia,44,56,FIN,0+0+2+1,3,32:29.5
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,STEGMAYR Gabriel,80,62,SWE,0+1,1,24:54.7
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,ZAHKNA Rene,63,15,EST,1+3 0+0,1+3,18:19.4
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,TOMINGAS Tuuli,24,17,EST,0+1 0+1,0+2,30:21.3
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,SINAPOV Anton,104,18,BUL,0+1 0+3,0+4,1:01:11.2
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,KOLOMIYETS Alina,93,94,KAZ,0+1,1,25:24.2
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,BIRKENTALS Renars,102,22,LAT,0+3 2+3,2+6,Lapped
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,GASPARIN Selina,9,61,SUI,1+3,4,20:34.3
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,SWITZERLAND,51,8,SUI,0+5 1+6,1+11,1:08:42.3
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,WEGER Benjamin,9,20,SUI,1+0+0+2,3,37:42.3
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,NORWAY,36,1,NOR,0+1 1+5,1+6,1:08:04.3
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,ALIMBEKAVA Dzinara,31,11,BLR,1+0+0+0,1,29:55.6
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,DALE Johannes,1,3,NOR,1+0+1+0,2,33:28.2
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,KNOTTEN Karoline Offigstad,16,5,NOR,0+0+0+0,0,29:57.2
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,FILLON MAILLET Quentin,21,7,FRA,1+0,1,23:57.2
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,PERSSON Linn,4,8,SWE,1+0,1,20:24.3
Men 15km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T11:00:00Z,CHRISTIANSEN Vetle Sjaastad,8,13,NOR,1+0+1+0,2,36:48.5
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,FAK Jakov,11,10,SLO,0+0+1+0,1,32:30.8
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,PREUSS Franziska,14,18,GER,0+0+2+2,4,34:50.6
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,HERRMANN Denise,54,15,GER,1+1,2,25:07.6
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,ELISEEV Matvey,25,16,RUS,0+1,1,26:25.4
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,FEMLING Peppe,78,23,SWE,0+0,0,26:13.7
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,HINZ Vanessa,17,5,GER,0+0 0+0,0+0,17:59.7
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,UKRAINE,56,6,UKR,0+1 0+1,0+2,1:24:59.8
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,GASPARIN Elisa,97,25,SUI,0+1,1,23:58.1
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,DAVIDOVA Marketa,59,6,CZE,0+0 0+1,0+1,56:24.7
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,TYSHCHENKO Artem,94,34,UKR,0+1+0+0,1,52:29.6
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,PREUSS Franziska,6,33,GER,1+1+0+2,4,46:07.3
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,PIDRUCHNYI Dmytro,43,8,UKR,0+0 0+3,0+3,37:45.3
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,INNERHOFER Katharina,43,9,AUT,0+2 1+3,1+5,32:15.6
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,TSYMBAL Bogdan,35,9,UKR,1+3 0+2,1+5,1:16:31.4
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,BEAUDRY Sarah,63,12,CAN,0+2 0+0,0+2,34:22.6
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,HARJULA Tuomas,53,48,FIN,0+0,0,24:40.2
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,OJA Regina,63,47,EST,0+1,1,20:38.3
Women 10km Pursuit,Vysocina Arena,2021-03-07T11:00:00Z,GASPARIN Elisa,58,50,SUI,0+0+3+2,5,31:36.7
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,BIONAZ Didier,66,52,ITA,1+0,1,24:04.5
Men 12.5km Pursuit,Vysocina Arena,2021-03-13T13:45:00Z,SMOLSKI Anton,18,55,BLR,0+3+3+2,8,33:32.5
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,TACHIZAKI Fuyuko,31,54,JPN,1+1,2,20:04.8
Women 10km Pursuit,Vysocina Arena,2021-03-13T16:30:00Z,MIRONOVA Svetlana,52,57,RUS,2+2+2+2,8,32:48.5
Men 10km Sprint,Swedish National Biathlon Arena,2021-03-19T14:30:00Z,JAEGER Martin,88,63,SUI,0+2,2,24:55.8
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,TALIHAERM Johanna,64,15,EST,0+2 0+1,0+3,27:58.3
Single Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T13:40:00Z,ZAHKNA Rene,25,17,EST,0+0 0+0,0+0,42:41.8
Men 4x7.5km Relay,Biathlon Stadium Hochfilzen,2020-12-13T13:00:00Z,TODEV Blagoy,105,18,BUL,0+2 0+1,0+3,1:22:01.6
Women 7.5km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T15:30:00Z,KLEMENCIC Polona,73,95,SLO,2+3,5,25:30.4
Men 4x7.5km Relay,Biathlon Stadium Kontiolahti,2020-12-06T11:45:00Z,RASTORGUJEVS Andrejs,103,22,LAT,0+2 0+0,0+2,21:46.1
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,FRUEHWIRT Juliane,96,62,GER,0+1,1,20:34.8
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,CADURISCH Irene,52,8,SUI,0+1 0+2,0+3,17:33.2
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,WINDISCH Dominik,31,21,ITA,2+0+1+0,3,37:57.9
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,KNOTTEN Karoline Offigstad,37,1,NOR,0+0 0+0,0+0,17:00.4
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,HAUSER Lisa Theresa,15,12,AUT,1+0+0+2,3,29:57.9
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,DALE Johannes,66,1,NOR,0+0,0,23:32.5
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,BOE Johannes Thingnes,4,4,NOR,0+0+2+1,3,33:36.7
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,WIERER Dorothea,8,6,ITA,0+0+1+1,2,30:09.5
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,JACQUELIN Emilien,23,8,FRA,0+1,1,24:01.0
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,EGAN Clare,49,9,USA,0+1,1,20:24.4
Men 15km Mass Start,Biathlon Stadium Hochfilzen,2020-12-20T11:00:00Z,HOFER Lukas,17,14,ITA,0+1+1+1,3,36:48.9
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,DESTHIEUX Simon,18,11,FRA,0+2+0+0,2,32:39.0
Women 10km Pursuit,Arena am Rennsteig,2021-01-09T11:45:00Z,KAISHEVA Uliana,22,19,RUS,1+0+0+1,2,35:00.8
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,MIRONOVA Svetlana,68,15,RUS,2+0,2,25:07.6
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,KOMATZ David,28,17,AUT,0+0,0,26:29.7
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,WEGER Benjamin,52,24,SUI,0+1,1,26:13.8
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,HERRMANN Denise,18,5,GER,0+0 0+2,0+2,36:20.3
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,TYSHCHENKO Artem,57,6,UKR,0+0 0+1,0+1,21:22.3
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,COLOMBO Caroline,96,26,FRA,0+0,0,23:59.8
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,CHARVATOVA Lucie,60,6,CZE,0+2 1+3,1+5,1:16:32.9
